ValueDate,STTHH,VaR,SVaR,IRsensi,IRsensi1M,IRsensi1Y,IRSensi2Y,IRSensi1w,IRSensi10Y,IRSensi5y,BasisSensiByCurrencyByPillar[EUR][1W],BasisSensiByCurrencyByPillar[EUR][1M],BasisSensiByCurrencyByPillar[EUR][3M],BasisSensiByCurrencyByPillar[EUR][1Y],BasisSensiByCurrencyByPillar[EUR][10Y],STTHH_limMaxValue,VaR_limMaxValue,SVaR_limMaxValue,IRsensi_limMaxValue,IRsensi1M_limMaxValue,IRsensi1Y_limMaxValue,IRSensi2Y_limMaxValue,IRSensi1w_limMaxValue,IRSensi10Y_limMaxValue,IRSensi5y_limMaxValue,BasisSensiByCurrencyByPillar[EUR][1W]_limMaxValue,BasisSensiByCurrencyByPillar[EUR][1M]_limMaxValue,BasisSensiByCurrencyByPillar[EUR][3M]_limMaxValue,BasisSensiByCurrencyByPillar[EUR][1Y]_limMaxValue,BasisSensiByCurrencyByPillar[EUR][10Y]_limMaxValue,STTHH_limMinValue,VaR_limMinValue,SVaR_limMinValue,IRsensi_limMinValue,IRsensi1M_limMinValue,IRsensi1Y_limMinValue,IRSensi2Y_limMinValue,IRSensi1w_limMinValue,IRSensi10Y_limMinValue,IRSensi5y_limMinValue,BasisSensiByCurrencyByPillar[EUR][1W]_limMinValue,BasisSensiByCurrencyByPillar[EUR][1M]_limMinValue,BasisSensiByCurrencyByPillar[EUR][3M]_limMinValue,BasisSensiByCurrencyByPillar[EUR][1Y]_limMinValue,BasisSensiByCurrencyByPillar[EUR][10Y]_limMinValue
2025-04-03,-21186,-24536,0,94493,85607,-82465,40380,6951,41229,46902,2905,88994,82686,43408,32307,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,89277,-1561,0,-9244,-42329,-45739,65682,-15199,-43091,-47102,94803,69674,31008,-50129,44681,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,80502,94270,0,-48571,12807,89817,19581,81640,32088,917,-45909,-64974,34191,-232,97960,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,33087,-12998,0,1886,-33135,85953,-43917,-33905,6328,4279,88515,35185,35374,-92403,95773,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,33999,-24428,0,-60546,-99670,-50850,-51280,67502,43976,-55053,25622,8883,74446,42220,84246,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,-735,-96582,0,83196,10396,43356,-1398,-61193,-84378,-50854,5781,41005,-14228,-72590,-22261,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,-20019,-34012,0,49752,70681,83029,-87159,94672,-19294,-54715,-39658,27239,82072,93690,24395,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,93170,98029,0,26480,-61430,4265,57547,70391,82015,92355,98825,41123,-20661,27189,7705,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,-76738,-60369,0,95618,61107,-30038,48550,-91793,-52251,43337,35227,42376,-43961,54014,21270,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,-77688,1159,0,-54198,75318,-83581,49771,68856,-58516,-1731,67460,56470,97682,-61095,-76410,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,18749,55382,0,18262,40794,-8138,-1908,74014,22405,15453,-4922,9648,-33174,-5354,-49164,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,5869,21940,0,81709,23482,63814,-64356,-32565,-89354,76028,93382,-8073,30090,96377,-70240,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,-15574,86999,0,76069,-43567,1619,7947,66979,-10529,77845,55272,38754,-74638,44483,-1952,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,57822,-7835,0,-57206,-52971,82653,-10304,36877,62749,-12433,-64827,66646,-11539,40990,-28678,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,21604,-72915,0,-24924,-59986,-39243,-43061,88173,-13199,-24791,74507,-64190,11782,-52623,-96357,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,-73817,46684,0,41216,-39904,16165,19346,-27850,-99408,-75801,-17005,11704,61490,-66308,73571,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,-41147,-31985,0,22383,-96273,16664,-6976,59650,-2959,90,-44140,23877,29135,-20336,-88832,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,-5551,-91774,0,10441,-72205,76661,-29277,-8245,92509,32626,-26868,-20429,-24757,69948,38381,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,98478,-86306,0,-12637,-38769,-56986,-71677,61329,-13673,-44325,-59128,-73310,-51221,-72382,-74401,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,55698,99707,0,83908,-8186,33369,21872,8824,2372,7891,-56230,15693,23470,-14670,-53926,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,48770,23898,0,3973,47765,-41792,81045,-20137,87526,37097,48273,-49777,-52335,-76816,-46751,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,15767,47334,0,-26423,3546,23783,-83908,-20643,25712,31079,76322,-42195,2497,28584,-84940,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,90651,14768,0,9818,37337,-44204,81208,-37379,-82728,-17457,60898,-36675,-40531,-17294,65684,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,-41137,22954,0,56641,-89836,30565,-15115,-22238,-75544,38697,-8811,280,-40812,85337,45895,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,25687,-10284,0,16253,75164,-78094,-26876,42330,18532,-18712,69044,-95238,-18866,76969,99459,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,-15692,-33525,0,-25492,-20717,-60199,-92515,95286,-6249,-53026,-38912,39172,40940,31321,-26875,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,-40956,37437,0,-36313,37683,24688,-21769,-95849,52552,-55368,76754,99706,6582,49087,-96684,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,92280,-54997,0,15987,53282,41932,61911,82629,-15070,99198,-44955,2006,-42778,-45944,97324,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,14099,-30798,0,15833,-91315,89937,-68083,-5249,98009,-490,13296,2991,65888,85072,-87376,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,33064,63227,0,19989,35968,-75513,-46639,-27782,16442,92294,-53804,-28924,33704,34821,-71087,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,86507,65265,0,67340,4644,28691,-89476,-37092,-73960,-16948,-37549,75852,118,3964,58186,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,-59736,11815,0,-56098,-24272,84546,25689,4241,24888,7799,-1021,-10213,1965,59902,81101,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,9204,27460,0,15574,-90603,-36869,30812,-82433,36014,57668,-72644,-97674,-78732,-27999,-2921,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,23457,2239,0,31819,-81981,-64770,-60719,58028,-85096,13009,16651,61015,-62586,-83990,65518,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,3729,-12531,0,-82922,-19719,66140,73106,-11117,-10191,-33580,-58143,44087,-81345,-61821,-66140,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,-92035,15907,0,40136,-44093,49621,-43724,48949,61224,4366,76997,20391,-19071,-92823,-86459,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,78207,71333,0,3120,85224,-49888,68557,80942,56590,71810,-22880,79226,-44153,-55052,-68448,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,-35103,-75820,0,72752,-36110,-39999,-63322,11321,-21302,-15877,-60675,-85207,-20514,50197,-60858,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,-57654,72418,0,-39182,21759,27806,-54167,-35063,-36761,-90059,84120,60761,-62630,-26396,-3275,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,87578,-1684,0,8490,-86198,-28283,94991,-51652,14453,43230,74255,-90732,9417,6670,-75762,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,-58148,17032,0,43611,-18814,41206,76854,34807,-21333,-82963,71307,-68273,-53497,-46422,-32101,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,-66572,12390,0,11769,51737,-51862,-22100,17839,-83292,-28541,-17535,-40808,-67188,-10959,21496,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,69010,27295,0,-92545,-40972,-14441,-53412,43597,-13036,94813,8096,-58830,-97899,-9349,1301,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,-16329,88540,0,-25489,74418,-56110,33893,41995,-88526,36603,40506,47167,-58987,-64107,87406,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,36141,-19226,0,-19409,-90338,-79862,28347,-29490,22015,52327,37714,-7209,-55408,-28455,-4879,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,75609,-13574,0,-8558,48043,2976,93126,-85862,63669,27558,-19633,27277,-4856,-58542,-36895,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,60621,50089,0,71212,-90567,-16745,-68571,1729,44790,49277,99447,27216,-67297,-19821,-61119,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,60466,94731,0,98996,31305,-29609,51311,-64114,33696,4101,92003,27523,46631,2316,73076,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,13747,70569,0,58715,-31806,47924,-61421,11540,-2418,-47605,25779,69668,-39466,40663,37110,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,38640,41911,0,64951,-80891,92079,48633,94252,-37162,54813,80072,22198,-47122,-79882,1650,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,43650,50573,0,62923,-68723,51097,30670,-73846,23171,63799,72392,-24701,-60853,-11066,-91541,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,-43174,59710,0,-15331,-60305,-21595,-99027,-3125,-42305,53062,31267,40450,-34675,85609,1773,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,-39496,-94095,0,-42354,87939,-8918,47844,65985,-98886,-23013,40169,-39317,-68536,1654,77703,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,28912,62503,0,81477,93645,88861,26144,70522,-99789,91105,-91369,-30666,-92440,31997,84982,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,39380,93707,0,9168,72021,-44463,30368,71558,40523,-69791,-7310,36258,-9723,-11187,-12754,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,4068,-42039,0,12663,251,46462,-84348,16812,-81407,39497,-85958,-63789,-43125,53893,-90124,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,-25641,46997,0,-51359,-42409,-39738,-32481,4866,-55217,-46533,97856,-56829,86162,-75322,88123,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,68480,-7470,0,-83921,-50728,-76379,39381,61563,-73180,-48536,-92434,16769,-51687,63538,-69799,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,-67869,1886,0,5373,46662,-56141,35457,16626,97611,-81693,19212,69628,-12212,67600,-87355,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,77128,-75422,0,-9065,-17892,49510,95779,60098,15585,40993,78855,64380,19126,-75849,-37216,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,-17457,76359,0,-36389,75614,-24485,-19660,18146,-66392,356,45046,74975,87289,-51676,-30460,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,92671,77757,0,63782,36583,-7466,-3317,88315,-26989,-6101,-4676,-49429,-35448,39285,98205,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,8953,-58273,0,-9569,67988,-54106,83771,85171,75411,33276,-81445,-88726,-32999,-87517,-21608,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,11445,79211,0,-51488,77852,-30700,-80680,94444,74573,10566,-52999,54466,-27673,68426,-10844,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,-42734,-57118,0,-98957,-2137,80954,95199,44171,21801,-22534,-29448,-93244,53057,-62471,-82531,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,-88154,56963,0,47482,51424,-50102,-12524,-26592,32260,-31687,-60874,-45956,-89321,17407,27345,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,-93030,-83411,0,68082,-57236,-45104,-80542,96061,38346,-66589,60485,96458,-28854,37528,-5399,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,25877,-63641,0,-32526,83253,73605,-68733,97055,84609,-25597,-576,19613,-41744,55120,-48175,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,31063,-47803,0,83962,68229,-5814,-25543,-31503,68702,12545,8629,63543,-61269,78893,64863,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,-53475,-81554,0,25437,19454,-8050,-4427,-40424,71950,-45457,44297,59030,58152,26391,40393,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,-51471,-12211,0,94268,46560,25437,79804,59106,88425,-69940,-88473,-70361,27331,-7599,64815,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,6256,-22025,0,8813,-48967,28917,-50583,-72962,32859,86645,-58202,37024,-46384,-41353,-80320,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,9989,67003,0,32196,-53363,94883,75364,44507,54816,24839,-63013,-78717,-7023,46089,-32730,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,37428,-76731,0,26456,66551,-70195,23737,-10412,-85337,98839,2189,12573,-99868,-55794,15706,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,-55554,-44531,0,99838,-5201,98219,1211,43615,59817,40261,9881,87866,90095,82067,92704,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,-75313,5096,0,-41139,-19364,-21320,-42311,-40231,77060,-39220,-19695,-12892,55257,-29100,-40363,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,36196,-32820,0,14539,81796,-67971,77081,-99089,-84468,42752,-55346,77848,94867,88632,-43929,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,-69360,40999,0,-10437,-85519,-55403,-48355,23208,25954,17682,-22900,-86307,10115,74597,96546,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,2165,-55657,0,24442,-61242,90065,8135,-87849,-56447,-82506,26875,-53711,-87664,-74242,-53111,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,96444,-17636,0,-310,74913,92702,49042,90033,-85055,-40047,-52068,-82081,58979,-95584,-71004,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,60955,11880,0,5951,-84703,60845,-99067,-29839,-96592,-4213,69540,97753,-75568,-76049,4771,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,42993,-56109,0,39769,63311,-80347,-56705,-94067,-56862,-46311,58053,-37307,98273,-15281,-98273,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
2025-04-03,88264,60040,0,-99850,32592,-28122,12998,-65899,88511,47075,-1472,22434,53658,88448,84436,,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000,-100000
